study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,study_environment_Moderate,study_environment_Noisy,study_environment_Quiet,parental_education_Bachelor,parental_education_High School,parental_education_Master,parental_education_PhD,family_income_High,family_income_Low,family_income_Medium,grade_category_A,grade_category_B,grade_category_C,grade_category_D,grade_category_F,tutoring_Yes,pass_fail_Pass,gender_Male,internet_access_Yes
1.01,88.5,7.51,4.3,84.8,67.0,0,27.6,26.0,17.2,21.3,22.6,1.13,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
4.31,91.0,5.77,5.5,75.8,65.8,1,50.1,65.1,54.2,56.9,57.6,2.68,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False
2.98,74.9,6.85,1.7,78.6,90.3,1,41.3,51.4,48.8,48.8,46.3,1.78,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
3.24,85.1,8.27,5.0,76.1,56.3,3,37.9,28.8,46.5,30.9,36.1,1.59,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
4.1,98.6,7.62,3.4,75.9,66.7,3,55.1,60.3,59.8,61.3,59.4,2.78,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True
4.01,86.4,7.52,4.6,100.0,53.9,2,68.3,53.1,48.6,50.3,55.4,2.3,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
2.31,100.0,7.75,1.5,64.1,66.9,4,58.3,48.3,68.1,68.2,59.2,2.28,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True
3.73,80.5,7.32,3.4,72.4,60.2,0,36.5,38.7,45.4,44.9,42.2,1.66,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3.71,84.1,6.66,2.9,52.6,74.7,2,56.5,52.4,47.4,51.9,52.3,1.9,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True
3.38,84.2,7.96,1.3,95.2,67.8,2,44.6,55.7,47.6,61.4,53.8,2.35,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
4.27,72.0,6.52,2.0,85.1,78.8,1,72.8,61.5,57.9,76.0,66.6,2.8,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,True
3.96,96.1,6.84,3.4,100.0,90.1,2,68.9,60.2,57.6,62.7,63.8,2.25,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,True
3.87,81.7,5.34,0.8,70.4,52.4,1,51.4,46.4,56.9,52.8,54.4,1.78,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True
4.64,87.6,6.52,0.7,68.1,72.2,1,57.5,49.6,63.7,46.2,53.0,2.25,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True
3.03,79.0,7.08,0.6,62.5,46.2,3,54.1,52.5,56.9,65.3,57.3,2.19,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True
3.07,100.0,7.03,1.3,86.8,70.8,0,60.0,53.0,54.2,64.5,60.4,2.19,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,True
3.98,97.3,7.92,2.9,74.7,78.3,3,55.1,45.0,42.9,48.3,49.3,2.07,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2.79,85.6,6.56,1.7,84.5,65.1,3,66.2,60.6,50.9,49.5,57.0,2.15,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True
3.58,72.8,6.6,4.4,73.6,75.9,2,40.4,56.2,39.9,49.3,48.7,1.88,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2.33,92.4,6.46,0.3,100.0,74.8,2,59.3,59.1,43.5,35.6,49.7,2.39,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True
0.5,95.8,7.24,3.3,99.0,78.7,5,45.0,47.2,49.8,61.3,51.1,1.95,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True
3.72,75.7,8.55,1.9,81.3,52.0,2,71.1,70.4,67.0,62.5,69.7,2.68,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True
1.14,83.6,4.69,2.3,95.8,86.3,3,38.6,38.4,38.2,26.5,36.7,0.98,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True
2.16,85.8,6.51,3.5,78.0,65.2,3,23.7,30.7,24.2,31.9,29.3,0.7,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False
3.98,95.9,6.65,0.0,79.3,45.2,4,58.8,55.2,50.4,72.9,59.3,2.36,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
4.0,83.5,4.87,0.0,47.5,56.2,2,56.1,39.6,41.1,43.9,45.5,1.96,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
4.41,94.6,6.88,2.4,87.6,51.1,4,82.0,80.8,90.0,68.2,81.8,3.16,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
0.58,77.3,6.65,2.2,80.3,62.0,3,20.5,26.0,35.1,19.1,26.6,1.13,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True
3.36,74.4,6.56,0.4,93.2,57.1,2,71.9,56.7,67.7,59.0,61.6,2.29,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
2.69,100.0,5.9,5.5,90.7,47.0,2,34.7,30.4,34.6,36.9,33.7,1.15,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
4.19,71.9,6.91,0.8,68.8,44.9,2,54.4,61.7,59.5,52.3,59.4,2.62,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True
4.77,77.5,5.83,1.7,77.1,69.6,0,50.9,46.0,40.5,42.0,45.0,1.62,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
1.43,92.8,6.16,4.2,72.8,91.3,0,49.7,42.0,33.2,44.4,41.2,1.63,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True
3.02,79.7,6.8,1.5,95.7,72.0,0,61.3,54.2,57.2,57.9,59.1,2.3,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True
4.0,79.4,8.02,1.2,100.0,61.1,2,40.4,50.9,52.9,49.7,49.0,2.38,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True
2.59,83.0,7.41,3.1,92.0,54.1,3,46.2,59.2,56.1,38.4,50.8,2.12,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,True
5.09,63.4,7.61,1.4,100.0,50.8,1,38.3,51.3,57.3,59.6,51.0,2.15,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True
2.52,96.2,8.96,3.1,87.9,66.1,0,43.7,47.5,33.9,44.5,42.9,1.34,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
2.64,86.8,7.44,3.3,65.4,67.0,1,53.9,30.4,42.0,64.6,48.9,2.04,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1.71,76.9,5.95,3.1,59.2,78.3,0,47.7,50.6,54.7,55.3,53.2,2.52,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True
3.18,67.8,6.44,4.3,66.2,64.6,2,45.8,47.2,37.5,37.9,44.7,1.61,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True
0.5,71.3,6.14,1.9,73.2,90.8,3,38.4,36.6,35.3,50.5,40.3,1.33,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True
2.7,69.1,6.86,1.7,69.8,50.6,0,50.7,36.0,47.4,42.9,43.7,1.7,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True
4.52,87.3,6.59,2.4,80.8,53.1,2,51.2,55.4,45.0,59.4,57.6,2.46,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True
1.32,87.4,6.06,0.0,77.3,76.2,4,66.7,43.6,61.8,42.6,56.7,2.06,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True
1.06,91.1,7.92,2.8,81.1,62.7,2,41.2,35.5,28.6,40.5,37.6,1.82,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
4.34,92.3,8.0,2.0,100.0,61.6,2,60.3,70.5,65.7,69.7,64.2,2.59,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
4.5,91.3,7.18,3.1,93.1,58.3,3,40.9,53.4,63.0,56.4,52.7,2.38,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1.37,100.0,6.0,1.2,84.0,49.2,3,58.1,69.8,55.9,59.2,60.8,2.61,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
5.08,97.0,7.12,4.5,95.9,38.5,1,58.2,61.4,61.4,61.8,61.1,2.35,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
3.52,94.6,6.39,2.2,67.9,59.9,2,39.5,42.8,59.8,45.1,43.1,2.15,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True
4.26,87.4,8.29,3.8,67.3,53.0,3,55.0,54.3,47.3,50.8,53.3,2.12,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2.05,92.2,5.8,1.7,93.7,74.4,2,53.6,48.8,54.8,38.1,49.6,1.92,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True
4.79,80.9,7.66,3.2,80.0,69.2,0,58.9,66.5,61.1,57.7,63.7,2.74,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True
2.68,82.8,7.64,0.2,81.8,60.3,1,52.5,46.9,60.6,59.0,54.9,2.23,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True
2.63,100.0,7.9,0.0,62.9,62.3,3,72.4,73.0,63.7,81.7,70.9,2.54,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,False
3.58,79.4,7.2,2.2,72.9,86.4,2,42.7,51.0,35.3,42.2,44.4,1.42,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True
2.53,78.7,6.67,2.5,73.9,57.7,4,19.1,34.2,32.2,43.0,32.8,1.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True
1.18,81.4,9.39,2.4,72.8,84.1,2,38.7,44.2,37.1,40.4,36.7,1.85,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
3.16,79.5,6.12,2.1,100.0,90.3,2,50.6,53.6,58.5,62.1,55.4,1.92,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True
2.62,80.4,7.72,1.9,100.0,74.4,2,56.5,44.3,47.6,48.9,49.1,2.06,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True
2.08,87.4,7.02,3.5,97.1,64.3,1,54.6,46.7,51.5,51.2,49.2,1.76,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True
4.49,87.8,7.34,5.2,81.4,67.0,3,58.6,60.3,54.2,66.0,57.3,2.11,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
5.87,94.1,7.34,6.4,71.2,81.5,2,61.7,56.2,50.4,51.4,57.3,2.4,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
1.9,100.0,5.92,4.1,64.5,64.9,1,43.7,36.3,32.9,40.0,41.0,1.27,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3.24,81.3,5.66,0.0,85.1,100.0,0,39.3,39.6,35.4,57.5,42.6,1.93,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2.52,84.3,5.72,4.1,99.1,58.2,6,29.2,45.3,37.7,30.2,37.1,1.6,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
5.75,66.6,6.55,4.1,91.7,80.5,0,73.1,73.5,68.7,64.3,72.8,2.83,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True
3.59,72.1,7.25,2.3,81.5,84.1,5,44.7,46.5,49.6,24.8,41.0,1.69,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True
4.11,83.5,6.31,3.9,90.0,45.4,4,40.0,59.8,57.7,49.0,49.4,1.81,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
4.42,89.6,5.56,3.0,79.7,73.1,2,55.1,67.5,62.2,48.9,61.4,2.51,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
3.16,89.9,7.92,2.5,75.8,65.4,1,45.1,48.3,53.4,38.0,48.5,2.08,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True
2.78,91.2,5.46,2.9,64.8,65.2,6,79.6,69.4,80.6,74.1,80.8,2.98,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True
4.82,97.6,7.48,1.7,75.1,85.0,3,96.9,78.9,79.1,88.0,82.6,3.41,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3.93,100.0,6.25,0.0,84.6,66.7,3,50.3,55.3,69.5,60.8,62.0,2.38,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True
1.98,82.6,8.22,0.0,73.7,91.6,2,51.5,40.1,41.5,59.1,49.8,2.25,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
2.13,77.0,6.47,3.9,62.9,51.1,4,16.3,14.6,22.8,7.7,19.2,0.76,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True
2.53,91.5,5.24,1.0,81.7,52.5,3,29.8,42.4,45.0,52.9,41.9,1.15,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
4.39,94.3,6.96,0.2,84.6,65.4,3,64.7,59.6,64.9,56.1,61.7,2.49,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
4.77,86.4,6.16,0.2,74.5,60.6,1,73.7,78.2,67.4,69.1,70.9,2.83,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True
5.58,83.2,7.81,1.8,79.7,57.6,6,56.2,57.8,65.9,65.4,60.4,2.55,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True
2.15,80.0,7.33,4.8,42.0,35.5,3,37.7,27.8,29.5,28.3,29.2,1.46,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True
3.17,84.6,6.37,2.3,91.1,85.6,3,75.8,67.7,75.4,71.8,71.2,3.05,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
2.52,91.9,6.0,0.4,84.3,75.5,1,45.7,52.1,54.6,46.6,49.5,2.27,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
2.78,78.3,5.9,4.7,100.0,77.7,3,33.8,53.2,41.9,49.1,42.4,1.59,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
4.12,77.0,6.41,3.0,76.8,58.4,0,52.1,63.9,73.3,53.4,62.0,2.64,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
2.94,91.0,8.36,2.0,91.0,78.2,0,81.4,67.9,68.1,60.6,67.8,2.7,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
4.58,76.5,6.86,3.2,97.7,100.0,2,64.8,68.5,77.4,65.3,69.2,3.49,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True
2.38,86.5,7.95,2.5,80.4,78.7,2,56.2,33.9,35.5,43.3,42.2,1.36,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3.89,86.0,5.52,1.4,85.2,70.1,0,43.3,61.3,63.4,56.0,58.5,2.34,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True
2.47,85.0,5.08,1.7,82.1,71.5,1,31.5,40.6,35.0,36.4,37.3,1.49,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,True
0.8,78.6,6.05,0.6,56.0,88.5,3,54.9,56.2,72.3,52.3,61.0,2.61,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True
1.77,100.0,7.66,1.8,85.8,52.8,1,16.9,38.6,35.9,35.3,28.9,1.13,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3.15,89.0,6.71,3.9,65.9,68.3,4,35.0,27.2,38.4,43.3,35.5,1.77,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True
5.31,79.9,7.89,3.9,67.1,70.5,4,50.9,60.7,67.1,64.3,60.3,2.48,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True
2.45,88.3,8.26,2.2,87.9,75.6,2,39.9,40.1,43.2,36.5,40.4,1.85,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
2.8,100.0,6.04,2.3,99.4,59.0,3,57.0,57.8,52.6,68.7,57.7,2.24,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
3.59,85.9,7.83,0.9,91.7,40.1,2,57.8,60.3,66.2,62.6,58.8,2.67,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True
2.28,100.0,8.39,3.1,88.7,70.9,1,56.8,51.0,51.3,49.1,52.1,2.35,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True
2.42,73.5,8.03,0.4,85.1,100.0,3,59.3,50.9,58.7,58.9,55.0,2.3,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
3.09,76.5,5.41,3.7,93.0,76.4,2,46.4,33.0,39.4,41.1,39.3,1.78,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True
2.48,63.6,5.15,3.1,100.0,52.5,4,29.6,41.3,46.4,58.2,43.6,2.07,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
0.86,100.0,6.55,2.1,71.3,62.6,2,38.6,40.4,36.3,40.4,36.1,1.49,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
2.22,68.0,6.59,3.2,71.8,66.0,1,36.7,44.4,38.3,48.4,42.6,1.6,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True
3.74,86.7,7.84,2.0,91.0,93.7,4,56.1,67.5,56.7,71.6,59.1,2.11,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
3.78,100.0,6.03,2.8,54.4,68.0,0,38.8,42.4,51.1,50.4,44.3,1.48,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,True
4.6,94.7,7.42,2.8,78.5,86.5,2,55.7,62.1,53.4,53.3,56.5,2.28,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True
4.51,88.8,5.92,4.2,83.9,73.0,0,73.2,60.5,74.6,54.6,67.8,2.52,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True
1.92,97.8,7.35,3.2,71.9,71.2,0,41.8,49.6,51.8,44.1,46.4,1.73,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True
2.11,78.3,6.54,4.1,51.2,55.0,3,31.2,28.1,34.0,48.6,38.7,1.95,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2.16,90.2,7.36,3.1,100.0,81.9,4,41.9,61.6,60.2,62.9,54.9,2.73,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
2.82,83.9,6.64,2.4,71.0,61.9,1,56.2,43.7,50.7,43.2,44.7,1.94,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True
2.25,83.7,4.79,3.3,71.7,86.9,1,28.5,51.0,34.4,39.7,34.9,1.61,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True
2.79,86.9,7.51,3.0,99.9,70.4,2,46.0,19.4,51.1,43.2,40.0,1.28,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
1.95,96.8,8.17,2.0,40.0,68.6,3,32.9,33.3,32.4,32.2,31.6,1.26,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True
3.94,100.0,6.16,0.4,100.0,58.9,3,62.6,62.2,75.5,66.7,67.4,2.71,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,False
1.86,82.3,7.81,1.7,100.0,63.0,2,45.4,53.9,34.8,62.0,49.3,2.09,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1.8,74.1,6.39,1.7,66.7,63.1,2,46.7,41.1,15.8,34.3,33.1,1.28,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3.62,76.8,5.65,3.3,72.7,70.7,3,53.2,58.5,59.4,38.0,51.8,1.86,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True
3.87,100.0,6.39,2.4,87.3,93.8,0,58.6,80.5,71.1,77.9,68.2,2.32,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True
2.73,99.8,6.82,1.3,83.8,48.4,4,42.6,35.6,47.5,49.8,44.2,1.26,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
4.04,74.1,5.68,2.3,94.8,72.0,4,59.5,62.6,60.3,53.0,60.0,2.25,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True
3.96,100.0,8.35,2.0,87.5,96.6,1,73.6,67.6,77.9,65.1,72.6,2.63,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True
5.28,77.9,5.47,1.1,92.5,52.3,5,67.5,69.0,68.2,74.4,70.7,2.59,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True
3.88,91.6,6.46,4.7,100.0,63.8,2,52.4,48.0,61.9,54.5,53.6,2.51,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
5.05,77.9,6.08,2.2,56.1,82.9,1,58.8,54.1,44.8,53.1,59.0,2.31,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
3.07,100.0,8.35,1.3,100.0,51.9,3,42.7,55.3,27.7,62.2,50.5,2.17,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True
4.68,79.3,5.49,0.0,100.0,92.7,2,70.4,74.4,72.4,92.0,76.1,2.59,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
4.7,74.5,7.83,2.6,63.5,88.9,4,63.7,59.5,70.5,58.7,62.5,2.92,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True
2.83,80.4,7.2,3.3,68.0,74.0,3,44.4,35.1,48.7,41.8,42.9,2.04,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2.17,100.0,5.75,1.5,87.5,25.7,0,59.9,51.2,64.1,37.6,54.9,2.14,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True
2.38,87.6,6.65,2.7,61.3,62.8,1,41.9,47.0,40.6,45.0,43.1,1.41,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3.5,74.7,6.82,0.9,70.8,84.9,1,61.3,48.6,51.9,66.3,57.0,2.48,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True
1.62,77.1,7.58,2.2,83.6,64.5,3,32.7,43.9,66.6,54.5,48.4,1.89,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
2.46,67.5,6.36,4.1,69.7,70.1,2,17.9,38.1,37.0,20.8,29.7,1.49,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
4.44,90.4,7.63,2.1,76.6,100.0,1,68.1,63.2,72.1,73.7,68.2,2.77,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,True
3.8,72.5,7.05,1.5,67.0,74.8,4,57.3,58.4,52.2,46.4,56.2,2.14,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,True
0.5,96.1,7.45,4.5,65.9,73.5,1,24.8,40.3,30.7,28.5,29.1,1.28,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True
1.4,92.9,6.12,2.8,87.1,64.3,3,45.1,48.4,50.4,56.9,50.0,1.96,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True
5.59,84.0,6.76,1.7,78.5,93.6,3,69.9,67.9,71.6,69.9,71.9,2.82,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True
4.42,97.4,7.11,1.2,81.9,85.4,2,49.2,65.6,53.9,73.3,62.3,2.43,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True
2.3,94.3,7.08,0.8,90.6,62.9,3,70.8,54.8,56.4,57.0,60.1,2.78,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True
1.21,86.6,6.96,3.1,82.8,59.2,1,39.2,48.1,46.6,50.4,46.2,1.76,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True
1.5,77.3,9.09,3.7,75.0,57.8,3,45.2,54.4,54.5,50.7,53.2,1.67,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True
3.61,89.1,7.57,2.5,66.8,63.1,1,56.0,65.4,56.4,64.2,63.5,2.43,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True
5.37,89.1,7.73,2.2,86.7,58.4,2,55.2,50.1,51.3,51.4,51.2,1.69,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,True
5.3,89.9,7.25,3.4,100.0,71.8,1,75.5,76.2,86.1,79.3,80.7,3.19,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True
1.11,85.8,7.53,0.4,93.2,82.7,4,40.6,40.0,42.1,26.2,39.4,1.45,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2.65,88.3,7.2,2.6,57.4,58.1,2,52.8,33.1,36.4,37.4,37.9,1.67,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True
1.97,88.0,8.82,2.5,49.6,59.4,1,53.8,64.4,59.5,61.3,58.1,2.2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True
3.16,98.6,6.94,3.1,69.0,60.9,2,30.7,51.3,40.3,55.3,45.8,1.56,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True
1.4,72.3,7.83,3.2,56.9,74.9,1,31.6,42.9,24.3,37.8,35.8,1.69,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True
2.35,75.0,9.09,1.9,60.7,54.9,1,28.3,38.5,43.9,42.2,39.9,1.48,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
1.96,85.8,7.65,5.3,44.4,47.7,2,28.1,31.5,25.6,20.8,28.4,1.15,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3.63,77.4,6.72,0.9,83.5,66.3,2,56.7,48.3,66.5,52.1,58.5,2.17,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True
2.38,87.1,6.27,1.8,62.6,71.1,1,42.0,54.2,45.4,38.1,47.1,1.83,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False
